time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-05-16T19:57:22.749Z,60.1743,-151.1633,52.4,1.1,ml,,,,0.12,ak,ak021698qp82,2021-05-16T20:00:13.514Z,"14 km ESE of Clam Gulch, Alaska",earthquake,,1.8,,,automatic,ak,ak
2021-05-16T19:52:09.400Z,46.9595,-120.907666666667,1.24,1.26,ml,19,116,0.1256,0.23,uw,uw61733131,2021-05-16T20:41:28.780Z,"12 km E of Cliffdell, Washington",earthquake,0.45,1.49,0.121859760283541,12,reviewed,uw,uw
2021-05-16T19:50:34.943Z,62.5796,-149.6123,19.9,1.1,ml,,,,1.47,ak,ak021698p866,2021-05-16T19:58:33.145Z,"29 km ENE of Chase, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-05-16T19:46:11.131Z,64.6893,-149.2447,14.1,1.2,ml,,,,0.82,ak,ak021698obg1,2021-05-16T19:52:12.184Z,"11 km NNW of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-16T19:39:26.550Z,38.8349991,-122.8775024,2.61,0.62,md,12,97,0.005653,0.02,nc,nc73563380,2021-05-16T20:45:13.860Z,"12km WNW of The Geysers, CA",earthquake,0.45,0.66,0.27,2,automatic,nc,nc
2021-05-16T19:39:17.610Z,44.5035,-112.7615,6.4,2.58,ml,27,92,0.216,0.33,mb,mb80502374,2021-05-17T12:19:42.554Z,"20 km SW of Lima, Montana",earthquake,0.55,1.52,0.3,25,reviewed,mb,mb
2021-05-16T19:33:25.800Z,17.9491,-67.0195,10,2.42,md,4,271,0.1068,0.04,pr,pr2021136013,2021-05-16T22:34:35.828Z,"4 km SE of La Parguera, Puerto Rico",earthquake,1.06,1.6,0.08,4,reviewed,pr,pr
2021-05-16T19:24:17.492Z,59.8707,-150.9685,49.6,0.7,ml,,,,0.53,ak,ak021698jljb,2021-05-16T22:56:14.781Z,"1 km NNW of Fox River, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2021-05-16T19:20:24.510Z,17.9591,-67.0133,7,3.36,md,22,212,0.1073,0.14,pr,pr2021136011,2021-05-16T20:39:07.945Z,"3 km ESE of La Parguera, Puerto Rico",earthquake,0.43,0.25,0.09,13,reviewed,pr,pr
2021-05-16T19:06:48.560Z,41.6608333,-111.7421667,6.49,0.71,md,11,63,0.08442,0.08,uu,uu60436157,2021-05-17T16:03:03.180Z,"7 km ESE of Millville, Utah",earthquake,0.35,1.32,0.243,9,reviewed,uu,uu
2021-05-16T18:58:24.760Z,35.7146667,-117.5171667,6.36,0.69,ml,16,91,0.1202,0.09,ci,ci39655239,2021-05-17T21:49:38.345Z,"12km WSW of Searles Valley, CA",earthquake,0.25,0.81,0.15,8,reviewed,ci,ci
2021-05-16T18:54:32.126Z,54.5496,-159.6527,25.5,1.9,ml,,,,0.91,ak,ak0216984ogj,2021-05-16T22:54:04.297Z,"103 km SSE of Sand Point, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2021-05-16T18:51:44.464Z,61.1897,-149.4184,25.2,2.5,ml,,,,0.65,ak,ak02169840x5,2021-05-17T15:19:12.176Z,"13 km ESE of Elmendorf Air Force Base, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-05-16T18:51:38.776Z,58.4378,-154.4587,5.3,0.5,ml,,,,0.29,ak,ak02169840k5,2021-05-19T02:05:20.400Z,"96 km N of Karluk, Alaska",earthquake,,1.1,,,automatic,ak,ak
2021-05-16T18:48:52.002Z,32.71820068,-100.6808546,6.529418944999999,2.6,ml,19,96,0.06690567463,0.2,tx,tx2021jocd,2021-05-17T20:11:22.782Z,"11 km NE of Hermleigh, Texas",earthquake,0.8995784034999998,1.32494804,0.1,12,reviewed,tx,tx
2021-05-16T18:47:26.735Z,60.1648,-152.3507,33.1,0.6,ml,,,,0.53,ak,ak02169834rh,2021-05-16T18:55:45.256Z,"40 km WNW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-16T18:43:34.577Z,60.2999,-152.5294,93.7,0.9,ml,,,,0.33,ak,ak0216982asz,2021-05-16T22:50:53.702Z,"55 km WNW of Ninilchik, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2021-05-16T18:35:36.950Z,41.6663333,-111.7421667,3.14,0.63,md,9,94,0.08959,0.08,uu,uu60436152,2021-05-17T15:24:47.590Z,"6 km ESE of Millville, Utah",earthquake,0.34,2.3,0.2,6,reviewed,uu,uu
2021-05-16T18:25:24.390Z,41.6623333,-111.7363333,3.5,0.63,md,9,69,0.08742,0.09,uu,uu60436147,2021-05-17T15:58:23.520Z,"7 km ESE of Millville, Utah",earthquake,0.35,2.08,0.214,8,reviewed,uu,uu
2021-05-16T18:24:07.890Z,59.359,-153.439833333333,2.56,-0.39,ml,4,153,,0.04,av,av91244786,2021-05-18T20:32:03.360Z,"60 km SE of Pedro Bay, Alaska",earthquake,0.47,0.61,0.116318299829764,4,reviewed,av,av
2021-05-16T18:19:10.580Z,51.6213333333333,-178.542166666667,18.76,1.23,ml,10,178,,0.17,av,av91244776,2021-05-18T20:27:13.370Z,"134 km WSW of Adak, Alaska",earthquake,0.67,2.21,0.31427532897646,10,reviewed,av,av
2021-05-16T18:17:03.510Z,51.761,-178.824333333333,9.12,0.02,ml,4,221,,0.17,av,av91244771,2021-05-18T20:24:21.830Z,"151 km W of Adak, Alaska",earthquake,1.34,0.88,0.281287493435912,4,reviewed,av,av
2021-05-16T18:13:33.290Z,47.9216666666667,-124.385666666667,37.39,1.28,ml,16,137,0.1241,0.3,uw,uw61733086,2021-05-17T23:21:56.270Z,"3 km S of Forks, Washington",earthquake,1.21,1.03,0.0855741940465868,6,reviewed,uw,uw
2021-05-16T18:12:03.470Z,54.5911666666667,-163.312,11.78,1.04,ml,9,216,,0.3,av,av91027423,2021-05-19T01:50:52.980Z,"29 km SSE of False Pass, Alaska",earthquake,1.65,0.98,0.186135310926029,9,reviewed,av,av
2021-05-16T18:09:42.113Z,37.9211,-118.583,0.1,1.2,ml,14,95.03,0.336,0.2894,nn,nn00807376,2021-05-16T20:00:17.068Z,"14 km NW of Benton, California",earthquake,,6.7,0.16,9,automatic,nn,nn
2021-05-16T18:08:25.594Z,37.8933,-118.5444,0,1.2,ml,12,101.51,0.359,0.2277,nn,nn00807374,2021-05-16T18:12:14.959Z,"10 km NW of Benton, California",earthquake,,7.4,0.2,7,automatic,nn,nn
2021-05-16T17:58:03.056Z,63.4703,-147.6243,6.9,0.8,ml,,,,0.78,ak,ak021697jwem,2021-05-16T18:01:55.471Z,"66 km E of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-05-16T17:56:07.120Z,60.0185,-153.090166666667,1.41,-0.89,ml,4,124,,0.12,av,av91244736,2021-05-18T19:41:22.270Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.47,0.39,0.132434543634126,4,reviewed,av,av
2021-05-16T17:55:07.020Z,41.6655,-111.7493333,4.63,1.26,ml,23,55,0.08716,0.12,uu,uu60436142,2021-05-17T13:42:01.210Z,"6 km ESE of Millville, Utah",earthquake,0.26,0.84,0.24,3,reviewed,uu,uu
2021-05-16T17:51:26.563Z,59.5571,-153.004,92,1.6,ml,,,,0.46,ak,ak021697ijxr,2021-05-16T18:01:55.307Z,"65 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-16T17:41:12.526Z,61.6181,-150.2768,32,1.3,ml,,,,0.63,ak,ak021697gdro,2021-05-16T17:44:32.669Z,"15 km ENE of Susitna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-16T17:34:08.400Z,38.8318329,-122.8136673,2.33,0.36,md,8,88,0.008881,0.02,nc,nc73563355,2021-05-16T19:52:12.546Z,"8km NW of The Geysers, CA",earthquake,0.42,1.43,,1,automatic,nc,nc
2021-05-16T17:33:03.346Z,61.3339,-150.6148,61.4,0.9,ml,,,,0.54,ak,ak021697eiti,2021-05-16T22:47:42.959Z,"23 km SSW of Susitna, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2021-05-16T17:32:52.389Z,27.8504,52.1808,32.88,4.7,mb,,88,4.624,0.82,us,us7000e3l3,2021-05-16T18:06:18.040Z,"76 km WNW of Mohr, Iran",earthquake,10.2,5.9,0.057,92,reviewed,us,us
2021-05-16T17:26:20.310Z,38.8308334,-122.8141632,1.99,0.36,md,8,84,0.02008,0.01,nc,nc73563350,2021-05-16T19:26:13.593Z,"8km NW of The Geysers, CA",earthquake,0.4,1.26,,1,automatic,nc,nc
2021-05-16T17:19:35.058Z,38.1717,-117.8905,7.4,1.3,ml,14,102.22,0.018,0.0785,nn,nn00807370,2021-05-16T17:28:37.589Z,"30 km SE of Mina, Nevada",earthquake,,0.4,0.27,7,automatic,nn,nn
2021-05-16T17:13:07.630Z,19.1711673736572,-155.471328735352,31.5100002288818,2.46,ml,50,152,,0.170000002,hv,hv72471052,2021-05-16T17:18:37.670Z,"3 km SSE of Pāhala, Hawaii",earthquake,0.5,0.75,2.77,20,automatic,hv,hv
2021-05-16T17:13:00.940Z,44.2841667,-115.0963333,6.83,2,ml,11,86,0.118,0.21,mb,mb80502364,2021-05-17T12:39:20.540Z,"14 km WNW of Stanley, Idaho",earthquake,0.47,1.32,0.115,9,reviewed,mb,mb
2021-05-16T17:11:30.130Z,19.1713333129883,-155.476669311523,32.1699981689453,1.92,ml,42,150,,0.119999997,hv,hv72471047,2021-05-16T17:17:00.920Z,"3 km S of Pāhala, Hawaii",earthquake,0.72,1.01999998,5.26,3,automatic,hv,hv
2021-05-16T17:10:39.220Z,35.8008333,-117.6245,6.42,1.05,ml,20,76,0.02651,0.08,ci,ci39655207,2021-05-17T21:47:21.214Z,"20km W of Searles Valley, CA",earthquake,0.14,0.25,0.198,10,reviewed,ci,ci
2021-05-16T17:02:42.040Z,51.8456666666667,-177.78,-1.8,0.11,ml,4,282,,0.05,av,av91244681,2021-05-18T19:33:34.850Z,"79 km W of Adak, Alaska",earthquake,2.01,2.78,0.128648706252683,4,reviewed,av,av
2021-05-16T17:02:41.960Z,51.8495,-177.7745,-1.8,0.11,ml,4,285,,0.13,av,av91027418,2021-05-19T01:47:01.320Z,"78 km W of Adak, Alaska",earthquake,2.54,3.49,0.128648706252683,4,reviewed,av,av
2021-05-16T17:00:10.280Z,33.3665,-116.8358333,8.52,0.84,ml,33,37,0.02586,0.18,ci,ci39655191,2021-05-17T13:45:53.015Z,"3km ENE of Palomar Observatory, CA",earthquake,0.24,0.6,0.117,25,reviewed,ci,ci
2021-05-16T16:58:57.170Z,38.8300018,-122.802002,1.73,0.33,md,10,81,0.009126,0.01,nc,nc73563340,2021-05-16T17:15:13.605Z,"7km W of Cobb, CA",earthquake,0.35,0.86,0.35,2,automatic,nc,nc
2021-05-16T16:45:50.569Z,38.1532,-117.9823,10,0.9,ml,11,125.73,0.023,0.0913,nn,nn00807368,2021-05-16T17:20:55.831Z,"28 km SSE of Mina, Nevada",earthquake,,0.8,0.39,6,automatic,nn,nn
2021-05-16T16:43:04.940Z,19.4061660766602,-155.278335571289,-0.709999978542328,1.75,ml,10,66,,0.159999996,hv,hv72471017,2021-05-16T16:48:36.660Z,"6 km SW of Volcano, Hawaii",earthquake,0.19,0.430000007,0.28,9,automatic,hv,hv
2021-05-16T16:42:51.220Z,19.0588340759277,-155.495498657227,-1.24000000953674,2.79,ml,12,242,,0.379999995,hv,hv72471012,2021-05-16T16:54:02.373Z,"8 km E of Naalehu, Hawaii",earthquake,4.59,1.45000005,0.29,9,automatic,hv,hv
2021-05-16T16:42:25.390Z,19.1580009460449,-155.470001220703,29.5,2.64,ml,20,214,,0.129999995,hv,hv72471007,2021-05-16T16:47:55.120Z,"Hawaii region, Hawaii",earthquake,1.21,1.07000005,0.41,10,automatic,hv,hv
2021-05-16T16:32:05.550Z,38.7596667,-122.7293333,1.65,0.13,md,17,65,0.003991,0.03,nc,nc73563335,2021-05-19T08:29:19.225Z,"3km SE of The Geysers, CA",earthquake,0.22,0.23,0.161,3,reviewed,nc,nc
2021-05-16T16:31:22.656Z,-23.9467,-70.7217,36.73,4.3,mb,,153,0.457,0.45,us,us7000e3ku,2021-05-16T17:01:45.040Z,"46 km SW of Antofagasta, Chile",earthquake,5.3,22.9,0.378,3,reviewed,us,us
2021-05-16T16:20:15.167Z,61.3406,-149.9251,19,1.9,ml,,,,0.89,ak,ak021696qgcg,2021-05-16T16:24:44.439Z,"3 km SE of Point MacKenzie, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-05-16T16:13:21.680Z,19.1599998474121,-155.481506347656,32.7099990844727,2.13000011,md,38,159,,0.140000001,hv,hv72471002,2021-05-16T16:16:29.510Z,"4 km S of Pāhala, Hawaii",earthquake,0.51,0.75,1.82000005,6,automatic,hv,hv
2021-05-16T16:11:15.380Z,19.1788330078125,-155.493835449219,34.7099990844727,1.95000005,md,41,139,,0.129999995,hv,hv72470997,2021-05-16T16:14:24.640Z,"Island of Hawaii, Hawaii",earthquake,0.58,0.920000017,1.03999996,11,automatic,hv,hv
2021-05-16T16:08:25.450Z,35.6481667,-117.4271667,9.43,1.95,ml,22,156,0.06783,0.16,ci,ci39655159,2021-05-17T13:46:38.022Z,"13km S of Searles Valley, CA",earthquake,0.39,0.7,0.154,25,reviewed,ci,ci
2021-05-16T16:07:27.750Z,35.1081667,-119.1141667,20.69,1.35,ml,26,76,0.2336,0.22,ci,ci39655151,2021-05-17T21:43:12.970Z,"25km SW of Lamont, CA",earthquake,0.36,1.24,0.221,16,reviewed,ci,ci
2021-05-16T16:01:44.010Z,37.1351667,-119.3193333,31.79,1.85,md,16,112,0.2094,0.15,nc,nc73563325,2021-05-17T09:06:14.778Z,"4km N of Shaver Lake, CA",earthquake,0.41,0.73,0.125,15,reviewed,nc,nc
2021-05-16T15:50:57.756Z,38.1669,-117.844,8.6,0.6,ml,9,138.96,0.022,0.0767,nn,nn00807367,2021-05-16T16:47:15.357Z,"33 km SE of Mina, Nevada",earthquake,,0.7,0.31,5,automatic,nn,nn
2021-05-16T15:50:26.176Z,61.6671,-150.0515,26.1,1.6,ml,,,,0.59,ak,ak021696bh1y,2021-05-16T16:01:21.718Z,"8 km S of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-05-16T15:46:43.620Z,38.8166656,-122.7671661,1.13,0.85,md,6,168,0.0111,0.02,nc,nc73563315,2021-05-16T16:11:14.273Z,"4km W of Cobb, CA",earthquake,0.49,1.48,,1,automatic,nc,nc
2021-05-16T15:44:58.270Z,36.019,-117.7993333,1.45,1.54,ml,27,55,0.02831,0.12,ci,ci39655135,2021-05-17T21:38:03.800Z,"13km NE of Little Lake, CA",earthquake,0.15,0.22,0.181,20,reviewed,ci,ci
2021-05-16T15:43:35.623Z,62.1668,-149.7376,46.8,0.8,ml,,,,0.92,ak,ak0216969zru,2021-05-16T15:46:19.823Z,"Central Alaska",earthquake,,0.9,,,automatic,ak,ak
2021-05-16T15:28:31.068Z,31.97937012,-102.3282679,7.189697265999999,1.9,ml,27,42,0.02516501055,0.3,tx,tx2021jnvo,2021-05-17T21:58:28.174Z,"6 km SE of Gardendale, Texas",earthquake,1.479075983,2.308032804,0.1,10,reviewed,tx,tx
2021-05-16T15:26:46.523Z,59.7046,-153.2414,106.4,1.5,ml,,,,0.29,ak,ak0216966df8,2021-05-16T15:37:08.772Z,"49 km E of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-05-16T15:26:18.230Z,19.2038326263428,-155.505996704102,32.9700012207031,1.77999997,md,36,142,,0.140000001,hv,hv72470942,2021-05-16T15:29:25.140Z,"2 km W of Pāhala, Hawaii",earthquake,0.7,0.949999988,0.879999995,3,automatic,hv,hv
2021-05-16T15:23:05.910Z,45.4863333,-112.4318333,7.21,1.72,ml,19,85,0.17,0.13,mb,mb80502359,2021-05-16T18:03:09.520Z,"10 km SW of Twin Bridges, Montana",earthquake,0.38,0.83,0.212,10,reviewed,mb,mb
2021-05-16T15:15:04.698Z,61.8515,-148.6156,33.1,1,ml,,,,0.84,ak,ak0216963xc5,2021-05-16T15:17:56.114Z,"10 km NW of Chickaloon, Alaska",earthquake,,0.1,,,automatic,ak,ak
2021-05-16T15:10:08.890Z,36.9855,-120.8603333,-0.38,1.82,md,17,132,0.05608,0.2,nc,nc73563300,2021-05-17T10:49:12.998Z,"8km S of Los Banos, CA",earthquake,0.49,0.59,0.168,26,reviewed,nc,nc
2021-05-16T15:08:23.130Z,38.8353348,-122.7733307,1.77,0.46,md,12,123,0.005542,0.02,nc,nc73563295,2021-05-16T15:34:12.074Z,"5km WNW of Cobb, CA",earthquake,0.31,0.47,0.4,2,automatic,nc,nc
2021-05-16T15:07:10.060Z,40.1248333,-123.9223333,17.72,1.82,md,21,66,0.02347,0.16,nc,nc73563290,2021-05-18T00:46:12.219Z,"8km W of Redway, CA",earthquake,0.46,0.34,0.325,21,reviewed,nc,nc
2021-05-16T15:06:11.720Z,51.7948333333333,-177.138833333333,12.9,-0.4,ml,4,227,,0.07,av,av91027413,2021-05-19T01:26:02.770Z,"35 km WSW of Adak, Alaska",earthquake,2.56,0.97,0.218462604475755,4,reviewed,av,av
2021-05-16T14:57:04.461Z,43.0467,-126.3984,10,4.1,mb,,191,1.731,0.27,us,us7000e3kc,2021-05-16T19:23:02.898Z,"158 km WNW of Port Orford, Oregon",earthquake,6.4,1.7,0.064,66,reviewed,us,us
2021-05-16T14:41:56.900Z,38.3656667,-122.5923333,4.91,1.31,md,21,47,0.0203,0.11,nc,nc73563280,2021-05-19T11:46:20.967Z,"5km W of Glen Ellen, CA",earthquake,0.25,0.29,0.185,20,reviewed,nc,nc
2021-05-16T14:36:22.675Z,28.9064,142.4972,10,4.7,mb,,117,1.824,0.59,us,us7000e3kb,2021-05-16T15:24:19.040Z,"Bonin Islands, Japan region",earthquake,7,1.9,0.072,58,reviewed,us,us
2021-05-16T14:34:04.500Z,19.1393337249756,-155.473999023438,32.5,1.98000002,md,39,171,,0.119999997,hv,hv72470912,2021-05-16T14:37:15.690Z,"7 km S of Pāhala, Hawaii",earthquake,0.55,0.810000002,0.99000001,8,automatic,hv,hv
2021-05-16T14:33:57.900Z,35.6775,-117.517,4.45,0.94,ml,26,92,0.1012,0.17,ci,ci39655103,2021-05-17T20:27:35.382Z,"14km SW of Searles Valley, CA",earthquake,0.23,0.62,0.138,10,reviewed,ci,ci
2021-05-16T14:32:07.501Z,31.65326168,-104.3056386,7.005639647999999,2,ml,22,59,0.1210966229,0.2,tx,tx2021jntr,2021-05-17T21:39:25.853Z,"58 km S of Whites City, New Mexico",earthquake,0.8469550799,1.683591793,0.1,11,reviewed,tx,tx
2021-05-16T14:25:45.819Z,38.1721,-117.9057,9.7,1.3,ml,13,74.39,0.029,0.1869,nn,nn00807365,2021-05-16T15:52:57.881Z,"30 km SE of Mina, Nevada",earthquake,,0.3,0.23,11,automatic,nn,nn
2021-05-16T14:23:46.230Z,37.0493333,-122.2751667,10.53,1.67,md,21,226,0.1595,0.18,nc,nc73563275,2021-05-19T11:20:21.832Z,"11km W of Bonny Doon, CA",earthquake,0.76,1.27,0.17,33,reviewed,nc,nc
2021-05-16T14:20:53.980Z,35.7208333,-117.5553333,8.15,1.33,ml,21,132,0.1007,0.13,ci,ci39655095,2021-05-17T13:48:39.550Z,"15km WSW of Searles Valley, CA",earthquake,0.29,0.85,0.142,14,reviewed,ci,ci
2021-05-16T14:20:21.098Z,31.65353323,-104.298375,6.157275391,2.6,ml,23,60,0.120799806,0.2,tx,tx2021jnth,2021-05-17T20:07:45.709Z,"58 km S of Whites City, New Mexico",earthquake,1.283771625,2.026668674,0.1,12,reviewed,tx,tx
2021-05-16T14:17:04.310Z,36.4675,-117.9616667,8.08,1.92,ml,17,117,0.09943,0.18,ci,ci39655071,2021-05-17T13:57:47.184Z,"16km SE of Lone Pine, CA",earthquake,0.4,0.88,0.157,24,reviewed,ci,ci
2021-05-16T14:16:25.980Z,35.8186667,-117.6435,10.3,0.9,ml,9,121,0.03749,0.04,ci,ci39655079,2021-05-17T13:58:01.202Z,"22km N of Ridgecrest, CA",earthquake,0.27,0.38,0.161,9,reviewed,ci,ci
2021-05-16T14:10:50.334Z,-30.361,-72.3298,3.68,4.5,mb,,139,0.675,0.39,us,us7000e3k4,2021-05-16T20:47:05.696Z,"105 km WSW of Coquimbo, Chile",earthquake,5.7,7.5,0.27,5,reviewed,us,us
2021-05-16T14:05:12.570Z,35.15383333,-95.35583333,6.62,1.12,ml,31,138,0.1043795172,0.3,ok,ok2021jnsu,2021-05-17T17:46:41.466Z,"3 km NNE of Quinton, Oklahoma",earthquake,,0.8,0.29,4,reviewed,ok,ok
2021-05-16T13:57:18.770Z,35.758,-117.5736667,5.95,1.62,ml,33,67,0.06079,0.12,ci,ci39655063,2021-05-17T21:31:58.700Z,"15km W of Searles Valley, CA",earthquake,0.15,0.42,0.15,26,reviewed,ci,ci
2021-05-16T13:50:08.405Z,59.4187,-152.5464,84.3,1.2,ml,,,,0.44,ak,ak0216954g4b,2021-05-16T22:43:52.190Z,"36 km W of Nanwalek, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2021-05-16T13:46:00.980Z,38.8166656,-122.8154984,2.87,0.84,md,6,159,0.007944,0.01,nc,nc73563265,2021-05-16T15:23:14.015Z,"7km NW of The Geysers, CA",earthquake,0.8,1.84,,1,automatic,nc,nc
2021-05-16T13:45:47.660Z,60.016,-153.085833333333,0.56,-0.96,ml,4,120,,0.2,av,av91244516,2021-05-18T18:44:01.080Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.51,2.8,0.195579549628657,4,reviewed,av,av
2021-05-16T13:41:12.960Z,38.8361664,-122.807663,1.9,0.36,md,9,108,0.01289,0.01,nc,nc73563260,2021-05-16T14:57:13.541Z,"8km WNW of Cobb, CA",earthquake,0.45,1.22,,1,automatic,nc,nc
2021-05-16T13:37:50.425Z,37.7295,-117.329,0,2,ml,8,169.23,0.597,0.3676,nn,nn00807361,2021-05-16T14:18:16.137Z,"8 km WNW of Goldfield, Nevada",earthquake,,113.5,0.48,4,automatic,nn,nn
2021-05-16T13:29:16.950Z,38.8086662,-122.7699966,1.43,0.8,md,22,49,0.009527,0.06,nc,nc73563255,2021-05-16T14:30:14.295Z,"4km NNW of The Geysers, CA",earthquake,0.22,0.4,0.29,5,automatic,nc,nc
2021-05-16T13:28:20.580Z,33.8263333,-116.8616667,15.14,0.75,ml,24,95,0.05401,0.13,ci,ci39655039,2021-05-17T19:47:58.644Z,"9km NNE of Valle Vista, CA",earthquake,0.28,0.45,0.126,12,reviewed,ci,ci
2021-05-16T13:28:20.567Z,-17.5333,-69.8789,10,4.2,mb,,117,0.384,1.11,us,us7000e3jy,2021-05-16T14:01:09.040Z,"14 km E of Estique, Peru",earthquake,2.8,1.8,0.199,7,reviewed,us,us
2021-05-16T13:27:29.590Z,35.7045,-117.589,7.36,1.07,ml,13,122,0.1112,0.17,ci,ci39655031,2021-05-17T13:58:48.197Z,"12km NE of Ridgecrest, CA",earthquake,0.35,1.32,0.154,10,reviewed,ci,ci
2021-05-16T13:26:28.980Z,40.1193333,-123.923,18.77,2.9,md,25,67,0.02153,0.13,nc,nc73563250,2021-05-18T04:09:14.366Z,"8km W of Redway, CA",earthquake,0.26,0.23,0.14,61,reviewed,nc,nc
2021-05-16T13:22:33.661Z,59.4483,-151.9418,53.6,1.4,ml,,,,0.67,ak,ak021694ymcl,2021-05-16T13:33:05.164Z,"10 km N of Nanwalek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-05-16T13:16:43.590Z,38.8398323,-122.8099976,1.78,0.85,md,7,88,0.01541,0.01,nc,nc73563245,2021-05-16T13:49:13.060Z,"8km WNW of Cobb, CA",earthquake,0.45,1.01,,1,automatic,nc,nc
2021-05-16T13:12:11.910Z,33.6816667,-116.6821667,16.51,0.64,ml,10,147,0.01452,0.06,ci,ci39655015,2021-05-17T19:41:39.202Z,"7km SSE of Idyllwild, CA",earthquake,0.26,0.35,0.005,1,reviewed,ci,ci
2021-05-16T13:10:38.679Z,45.0535,150.384,35,4.4,mb,,136,5.642,0.35,us,us7000e3jv,2021-05-16T15:21:07.040Z,"198 km E of Kuril’sk, Russia",earthquake,5,2,0.098,30,reviewed,us,us
2021-05-16T13:10:20.510Z,19.154333114624,-155.474334716797,32.2099990844727,2.24,ml,47,143,,0.170000002,hv,hv72470852,2021-05-16T13:25:56.040Z,"5 km S of Pāhala, Hawaii",earthquake,0.56,0.839999974,4.08,12,automatic,hv,hv
2021-05-16T12:57:37.644Z,38.1397,-118.0231,1.8,0.7,ml,10,171.91,0.031,0.1799,nn,nn00807359,2021-05-16T13:20:35.135Z,"28 km SSE of Mina, Nevada",earthquake,,0.4,0.39,5,automatic,nn,nn
2021-05-16T12:46:47.610Z,36.1398333,-118.0735,0.97,1.05,ml,23,53,0.1784,0.14,ci,ci39655007,2021-05-17T21:26:23.243Z,"15km NW of Coso Junction, CA",earthquake,0.2,0.71,0.197,12,reviewed,ci,ci
2021-05-16T12:41:11.770Z,52.0456666666667,-176.070666666667,8.15,-0.45,ml,4,127,,0.14,av,av91244491,2021-05-18T18:39:53.330Z,"43 km ENE of Adak, Alaska",earthquake,0.67,1.05,0.129673379204346,4,reviewed,av,av
2021-05-16T12:40:58.630Z,60.5378333333333,-152.805333333333,5.33,-0.8,ml,4,120,,0.04,av,av91027408,2021-05-19T01:21:17.830Z,"81 km W of Salamatof, Alaska",earthquake,0.34,1.15,0.153400113295768,4,reviewed,av,av
2021-05-16T12:38:43.000Z,59.36,-153.426333333333,-0.62,-0.16,ml,8,101,,0.12,av,av91244486,2021-05-18T18:36:43.660Z,"61 km SE of Pedro Bay, Alaska",earthquake,0.14,0.2,0.520729713085079,8,reviewed,av,av
2021-05-16T12:37:50.810Z,61.6986,-146.6565,31.6,1.4,ml,,,,0.76,ak,ak021694gfu1,2021-05-16T12:41:59.428Z,"33 km S of Nelchina, Alaska",earthquake,,0.2,,,automatic,ak,ak
2021-05-16T12:31:48.424Z,-6.4061,130.0971,159.35,4.6,mb,,75,1.968,0.86,us,us7000e3jp,2021-05-16T12:48:39.040Z,"Banda Sea",earthquake,9.2,9.3,0.137,16,reviewed,us,us
2021-05-16T12:28:46.030Z,37.543,-118.8263333,3.72,0.88,md,25,175,0.047,0.04,nc,nc73563235,2021-05-16T18:02:14.868Z,"13km W of Toms Place, CA",earthquake,0.4,0.5,0.151,19,reviewed,nc,nc
2021-05-16T12:25:11.410Z,37.814,-122.021,8.78,0.89,md,17,125,0.05008,0.04,nc,nc73563230,2021-05-17T06:44:15.070Z,"2km WSW of Danville, CA",earthquake,0.25,0.37,0.076,16,reviewed,nc,nc
2021-05-16T12:25:03.080Z,19.2075004577637,-155.370834350586,32.9300003051758,2.25,ml,50,161,,0.150000006,hv,hv72470817,2021-05-16T12:30:34.130Z,"11 km E of Pāhala, Hawaii",earthquake,0.56,0.779999971,3.81,10,automatic,hv,hv
2021-05-16T12:24:23.960Z,53.8575,-166.760166666667,6.28,0.37,ml,7,134,,0.13,av,av91244481,2021-05-18T18:34:17.140Z,"14 km WSW of Dutch Harbor, Alaska",earthquake,0.36,0.88,0.237796761614258,7,reviewed,av,av
2021-05-16T12:23:37.716Z,38.1525,-117.906,10,0.8,ml,14,93.98,0.027,0.0801,nn,nn00807357,2021-05-16T12:59:35.609Z,"31 km SE of Mina, Nevada",earthquake,,0.4,0.24,8,automatic,nn,nn
